省,项目名称，项目对应省
zhejiang2,8,广东,16,8,8,9,8,8,8,8,8
beijing2,7,湖南,19,8,8,8,8,8.5,9,9,8.5
jilin2,7,湖南,20,8,8.5,7.5,8.5,7.5,9,8,8
guizhou2,6,广东,18,8,8,8,9,9,8,8,8
jiangsu2,7,湖南,15,7,7,7,7,7,7,7,7
henan2,8,广东,18,9,9,8,9,9,8,9,9
liaoning2,6,广东,20,6,7,7,7,7,8,7,8
shanghai2,9,天津,19,8,8,9,9,9,9,9,9
gansu2,7,湖南,20,10,9,9,10,10,10,10,10
chongqing2,9,天津,0,0,0,0,0,0,0,0,0
hunan2,7,湖南,0,0,0,0,0,0,0,0,0
anhui2,7,湖南,18,7,8,9,8,8,8,8,7
jiangxi2,7,湖南,18,10,9,10,10,9,8,7,7
yunnan2,8,广东,16,6,8,8,6,10,10,10,10
tianjing2,8,广东,18,8,8,8,8,8,8,8,8
hubei2,7,湖南,18,8,7,9,8,9,9,8,9
sichuan2,6,广东,18,9,8,8,9,8,8,8,8
shandong2,7,湖南,18,8.5,8,8,8,8,9,8,8
guangdong2,7,湖南,17.5,8,7,8,7.5,8,8.5,8,8
fujian2,7,湖南,17,6,6,8,7,7,8,7,9
zhejiang2,9,天津,14,8,8,7,8,8,8,8,8
jilin2,8,广东,20,8,8.5,8,8.5,8,10,8,8
beijing2,8,广东,19,8,8,8.5,8.5,8,8.5,9,8.5
jiangsu2,8,广东,15,7,7,7,7,7,7,7,9
guizhou2,7,湖南,17,7,7,8,6,7,8,8,9
hubei2,8,广东,16,7.6,7,8,7,6.5,8,8,7
gansu2,8,广东,20,9,9,10,10,10,10,10,10
shanghai2,10,山东,19,9,8,10,9,9,10,10,10
henan2,9,天津,17,8,9,8,8,8,9,8,8
chongqing2,10,山东,0,0,0,0,0,0,0,0,0
shandong2,8,广东,17,8.5,8,7,8,7,8,8,8
hunan2,8,广东,15,10,10,10,10,10,10,10,10
anhui2,8,广东,18,8,8,8,8,8,8,6,7
tianjing2,9,天津,0,0,0,0,0,0,0,0,0
yunnan2,9,天津,10,6,6,6,6,6,6,6,6
liaoning2,7,湖南,20,6,6,8,7,7,8,6,7
sichuan2,7,湖南,12,9,8,8,8,8,8,8,6
guangdong2,8,广东,0,0,0,0,0,0,0,0,0
jiangxi2,8,广东,17,9,9,9,9,9,9,8,8
fujian2,8,广东,20,9,8,10,8,7,8,7,8
zhejiang2,10,山东,16,9,8,8,9,8,8,8,8
jilin2,9,天津,18,7,7,6.5,7,7,7,7,7
jiangsu2,9,天津,15,7,7,7,7,7,7,8,9
beijing2,9,天津,18,7,8,8,7,8,8,7,8
guizhou2,8,广东,18,8,8,9,8,8,9,9,8
hubei2,9,天津,15,7,7,6,7,7,8,7,6
chongqing2,11,湖南,0,0,0,0,0,0,0,0,0
anhui2,9,天津,15,8,8,8,6,6,6,8.5,7
shanghai2,11,湖南,17,9,9,9,9,9,9,9,9
hunan2,9,天津,20,5,6,10,10,10,10,10,10
shandong2,9,天津,16,8,8,7,7,7,8,8,8
henan2,10,山东,15,8,8,9,8,9,8,7,8
gansu2,9,天津,19,9,9,10,10,9,10,10,10
tianjing2,10,山东,18,7,7,8,8,8,8,8,8
jiangxi2,9,天津,18,8,8,8,8,8,8,8,8
zhejiang2,11,湖南,16,8,8,8,8,8,8,9,8
yunnan2,10,山东,16,6,8,8,6,8,8,6,10
